job title,company,location,job type,date,job skills
"Property Consultant - "" Orascom Developments """,Beit Network For Real Estate,"6th of October, Giza, Egypt ",Full TimePart TimeFreelance / Project,10 hours ago,Entry Level · 0 - 2 Yrs of Exp · Sales/Retail · developer · Communication · Real Estate · Sales · sales skills · Sales Target · Skills · English
HR Personnel Specialist,Confidential,"Heliopolis, Cairo, Egypt ",Full Time,10 hours ago,Experienced · 2 - 3 Yrs of Exp · Administration · Human Resources · Communication skills · computer · Communication · Human Resources (HR) · Labor · Labor Offices · Insurance · Microsoft Office
Tax Accountant,Finsolutions,"Katameya, Cairo, Egypt ",Full Time,10 hours ago,Experienced · 1 - 5 Yrs of Exp · Accounting/Finance · Accounting · Audit · English · Finance · Tax · Financial Analysis
Technical Support Engineer,Ultimate Solutions Egypt,"6th of October, Giza, Egypt ",Full Time,10 hours ago,Entry Level · 0 - 1 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · SQL · Customer Service · Customer Care · Customer Support · Communication Skills · Computer Skills · Microsoft Office
Senior Software Engineer,Confidential,"Nasr City, Cairo, Egypt ",Full Time,10 hours ago,Experienced · 5 - 11 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · engineer · senior · Software Development · Software engineer · Software Engineering · Software · Information Technology (IT)
Talent Acquisition Specialist,Softec Technologies,"Cairo, Egypt ",Full Time,10 hours ago,Experienced · 3 - 5 Yrs of Exp · Human Resources · Human Resources · Recruitment · Talent acquisition · Interviewing · Recruiting · #technical Recuritment
Senior Sales Export Officer,Confidential,"Sheikh Zayed, Giza, Egypt ",Full Time,10 hours ago,Experienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Sales/Retail · Agriculture · Export · Export Sales · sales skills · Sales Target · Sales · Logistics · English
Accountant,ECEMI,"6th of October, Giza, Egypt ",Full Time,11 hours ago,Experienced · 4+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Accounting · Contracting accounting
مهندس مكتب فنى,Afro Egypt,"Giza, Egypt ",Full Time,11 hours ago,Experienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering
Graphic Designer,Salem Capital,"New Cairo, Cairo, Egypt ",Full Time,11 hours ago,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Adobe illustrator · Fine Arts · Design · Graphic Design · illustrator · Marketing
مدير موقع,Afro Egypt,"Giza, Egypt ",Full Time,11 hours ago,Experienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering
Chief Financial Officer,Confidential,"New Cairo, Cairo, Egypt ",Full Time,11 hours ago,Senior Management · 20+ Yrs of Exp · Accounting/Finance · Operations/Management · C-Level Executive/GM/Director · Accounting · CMA · Construction · CPA · CFA · ERP · Finance
Sales Specialist- In Store,Fashion Retail Group,"6th of October, Giza, Egypt ",Full Time,11 hours ago,Entry Level · 1 - 3 Yrs of Exp · males_only · Sales/Retail · Fashion · Sales · Fashion Retail · Fashion Sales · Sales Target · Indoor Sales · Sales Skills
Account Receivables Accountant (A/R),Wham Clinics,"Sidi Bishr, Alexandria, Egypt ",Full Time,11 hours ago,Experienced · 4 - 5 Yrs of Exp · females_preferred · Accounting/Finance · Account Receivable · Accounting · Accounting Software · Accounts Receivable · Finance · Financial Analysis · Problem Solving · Retail · MS Office
مهندس كهرباء موقع,Afro Egypt,"Giza, Egypt ",Full Time,11 hours ago,Experienced · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering
Senior Devops Engineer,SSC Egypt,"Nasr City, Cairo, Egypt ",Full Time,11 hours ago,Experienced · 4 - 6 Yrs of Exp · Engineering - Telecom/Technology · Azure · Computer Science · DevOps · Development · English · Jenkins · networks · Software Development
Agriculture Landscape engineering,Zewail City,"6th of October, Giza, Egypt ",Full Time,11 hours ago,Experienced · 5 - 7 Yrs of Exp · Engineering - Other · Agricultural Engineering · Engineering · Landscape · Irrigation · Plants · CAD · Agriculture · English
Property Consultant - Hassan Allam,Beit Network For Real Estate,"New Cairo, Cairo, Egypt ",Internship,11 hours ago,Entry Level · 0 - 1 Yrs of Exp · Sales/Retail · Real Estate · Sales · sales skills · Communication skills · Sales Target · Property Sales · Communication · English
Property Consultant - Misr Italia,Beit Network For Real Estate,"New Cairo, Cairo, Egypt ",Internship,11 hours ago,Entry Level · 0 - 1 Yrs of Exp · Sales/Retail · Sales · Indoor Sales · Property Sales
Site Accountant (Construction),Statements for Consulting,"New Capital, Cairo, Egypt ",Full Time,11 hours ago,Entry Level · 1 - 2 Yrs of Exp · Accounting/Finance · Engineering - Construction/Civil/Architecture · Accounting · Construction · Site
Mountain View - Property Consultant,Beit Network For Real Estate,"New Cairo, Cairo, Egypt ",Internship,11 hours ago,Entry Level · Sales/Retail · Real Estate · Customer Service · sales skills · Sales
HR Director,Confidential,"New Cairo, Cairo, Egypt ",Full Time,11 hours ago,Senior Management · 20+ Yrs of Exp · Administration · Human Resources · Operations/Management · Administration · Business Administration · CIPD · business · Recruitment · HR · Hr Director
Graphic Designer,Aman Holding,"Nasr City, Cairo, Egypt ",Full Time,11 hours ago,Experienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · adobe · Arts · Design · Graphic · Graphic Design · photoshop · Adobe Photoshop · Adobe illustrator
Elementary Science Teacher for Immediate Hire,Sama International College,"Shorouk City, Cairo, Egypt ",Full Time,11 hours ago,Experienced · 2 - 4 Yrs of Exp · Education/Teaching · Education · Science
Purchasing Specialist,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo, Egypt ",Full Time,11 hours ago,Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Purchasing · Procurement · Supply Chain · Negotiation · Communication · Logistics · Microsoft Office · Business Administration
KG English Co Teacher,Sama International College,"Shorouk City, Cairo, Egypt ",Full Time,11 hours ago,Entry Level · 0 - 3 Yrs of Exp · Education/Teaching · English · Kindergarten · Teaching · Education · learning
IT Help Desk Specialist,Fashion Retail Group,"Nasr City, Cairo, Egypt ",Full Time,12 hours ago,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · LAN · Help desk · Information Technology (IT) · technical · WAN
Mountain View - Property Consultant,Beit Network For Real Estate,"New Cairo, Cairo, Egypt ",Full TimePart TimeFreelance / Project,12 hours ago,Entry Level · 0 - 2 Yrs of Exp · Sales/Retail · Real Estate · Sales · sales skills · Customer Service · Sales Target · Negotiation
Health Information Implementation Specialist,Optimum Systems,"Riyadh, Saudi Arabia ",Full Time,12 hours ago,Experienced · 1 - 3 Yrs of Exp · males_only · IT/Software Development · Health information systems · HIS · LIS · Implementation
Property Consultant - Hassan Allam,Beit Network For Real Estate,"New Cairo, Cairo, Egypt ",Full TimePart TimeFreelance / Project,12 hours ago,Entry Level · 0 - 2 Yrs of Exp · Sales/Retail · Sales · sales skills · Communication skills · Communication · Real Estate · Sales Target · Skills · English · Negotiation
School Executive Director (BCCIS East),Eduhive,"Shorouk City, Cairo, Egypt ",Full Time,12 hours ago,Senior Management · 4 - 8 Yrs of Exp · Administration · Operations/Management · Education/Teaching · Management · Administration · Admin
Logistics Specialist,Confidential,"6th of October, Giza, Egypt ",Full Time,12 hours ago,Experienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Logistics · Purchasing · Supply Chain · Spare Parts · Clearance · Packaging · Polymers · Exporting · English
Senior Software Developer,Basata Microfinance Solutions,"Cairo, Egypt ",Full Time,12 hours ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Software Development · Software Engineering
Senior Electrical Engineer,BariQ,"6th of October, Giza, Egypt ",Full Time,12 hours ago,Experienced · 5 - 7 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electrical Engineering · Engineering · Automation
Recruitment Specialist,TechnoBit Group,"Sharabeya, Cairo, Egypt ",Freelance / Project,12 hours ago,Experienced · 1 - 3 Yrs of Exp · Human Resources · Hiring · Human Resources (HR) · Microsoft Office · Recruiting · Software · employment · business · Labor
Product Manager- E-commerce,Confidential,"Mohandessin, Giza, Egypt ",Full Time,12 hours ago,Manager · 8 - 10 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Sales/Retail · Commerce · Marketing · Product Management · Product · Sales · Ecommerce · E-Commerce
Purchasing Specialist,Confidential,"Nasr City, Cairo, Egypt ",Full Time,12 hours ago,Experienced · 2 - 4 Yrs of Exp · Sales/Retail · Purchasing/Procurement · English · MS Office · negotiation skills · Purchasing · Logistics · Procurement · Negotiation · Supply Chain
Mechanical Technical Office Engineer,System Technique,"Abu Rawash, Giza, Egypt ",Full Time,12 hours ago,Experienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering · AutoCAD · Mechanical Engineering · Quality Control · Planning · Design
فنى دهان أتوبيسات,Khalaf Bus,"Obour City, Cairo, Egypt ",Full Time,12 hours ago,Experienced · 4 - 20 Yrs of Exp · Manufacturing/Production · فنى كابينة · فنى تجهيز
IT Help Desk,Confidential,"6th of October, Giza, Egypt ",Full Time,12 hours ago,Experienced · 3 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Help desk · Information Technology (IT) · IT · IT Help Desk · Installation · Computer Science · Maintenance
Senior Trainer (Food & Beverage),Confidential,"Hadayek Alahram, Giza, Egypt ",Full Time,12 hours ago,Experienced · 5+ Yrs of Exp · males_only · Hospitality/Hotels/Food Services · Training/Instructor · Training · HACCP · Food Safety · Quality Control · Quality Assurance · Food Services · Hospitality · Food
Office Manager,UniBuild Industries & Construction,"Nasr City, Cairo, Egypt ",Full Time,12 hours ago,Experienced · 1 - 3 Yrs of Exp · Administration · Administration · Communication skills · English · Microsoft Office · Office management · Secretary · MS Office · Communication · office
cash van salesman needed مندوب مبيعات كاش فان بالرياض,OITKSA,"Riyadh, Saudi Arabia ",Full Time,12 hours ago,Experienced · 2 - 7 Yrs of Exp · Sales/Retail · مندوب · مبيعات · تجزئة · الرياض · كاش فان · مطاعم
Senior IOS Developer,Al Ahly Momkn for epayment,"Maadi, Cairo, Egypt ",Full Time,12 hours ago,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · iOS · Mobile Development · Software Development
Sales Teamleader,ElevenReal Estate,"Sheikh Zayed, Giza, Egypt ",Full Time,13 hours ago,Experienced · 3 - 4 Yrs of Exp · Sales/Retail · Real Estate · Sales · Sales Target · Sales Skills · Business Administration
Property Consultant,ElevenReal Estate,"Sheikh Zayed, Giza, Egypt ",Full Time,13 hours ago,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail · Sales · Properties · Real Estate · Property · Market Trends · Sales Target · Sales Skills
Back Office Employee - E-mail & chat Account (Cairo),Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,13 hours ago,Entry Level · Customer Service/Support · Hospitality/Hotels/Food Services · Other · Customer Care · Customer Service · English · Service · Customer Support · Customer Satisfaction · Web Chat
General Accountant,Centro CDX,"Maadi, Cairo, Egypt ",Full Time,13 hours ago,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · AP · AR · Accounting · Finance
Sous Chef,Blue Nile,"Zamalek, Cairo, Egypt ",Full Time,13 hours ago,Manager · 8 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Tourism/Travel · Chef · Cooking · Food · Hospitality · Kitchen · Sous Chef · Tourism
Customer Service Specialist - Fixed Shifts / Cairo,Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,13 hours ago,Entry Level · Customer Service/Support · Other · Sales/Retail · Customer Care · Customer Service · Customer Support · English · Sales · Service · Telesales
Collection Officer,Diamond Medical Services,"Heliopolis, Cairo, Egypt ",Full Time,13 hours ago,Experienced · 5+ Yrs of Exp · Accounting/Finance · Accounting · Collection · Computer Skills · Finance
Sales Secretary,Blue Nile,"Zamalek, Cairo, Egypt ",Full Time,13 hours ago,Experienced · 3 - 5 Yrs of Exp · Administration · Customer Service/Support · Sales/Retail · administrative · Administration · administrative assistant · Sales · Secretary · Communication skills · Assistant
corporate sales excutive,Confidential,"Cairo, Egypt ",Full Time,13 hours ago,Entry Level · 1 - 2 Yrs of Exp · Business Development · Sales/Retail · Sales · Business Writing · English · sales skills · Sales Target · Communication Skills · Corporate · Business Development
